"REF_DATE","GEO","price_indexes","house_price"
"2022-11","Montréal, Quebec","Land only","125.9"
"2022-11","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","116.0"
"2022-11","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","120.5"
"2022-11","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2022-11","Ontario","Total (house and land)","127.3"
"2022-11","Ontario","House only","131.1"
"2022-11","Ontario","Land only","120.5"
"2022-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","175.1"
"2022-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","188.9"
"2022-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.8"
"2022-11","Oshawa, Ontario","Total (house and land)","122.0"
"2022-11","Oshawa, Ontario","House only","125.3"
"2022-11","Oshawa, Ontario","Land only","114.7"
"2022-11","Toronto, Ontario","Total (house and land)","115.6"
"2022-11","Toronto, Ontario","House only","114.6"
"2022-11","Toronto, Ontario","Land only","117.7"
"2022-11","Hamilton, Ontario","Total (house and land)","116.1"
"2022-11","Hamilton, Ontario","House only","121.3"
"2022-11","Hamilton, Ontario","Land only","104.5"
"2022-11","St. Catharines-Niagara, Ontario","Total (house and land)","130.1"
"2022-11","St. Catharines-Niagara, Ontario","House only","132.7"
"2022-11","St. Catharines-Niagara, Ontario","Land only","122.8"
"2022-11","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","158.8"
"2022-11","Kitchener-Cambridge-Waterloo, Ontario","House only","155.4"
"2022-11","Kitchener-Cambridge-Waterloo, Ontario","Land only","156.7"
"2022-11","Guelph, Ontario","Total (house and land)","124.0"
"2022-11","Guelph, Ontario","House only","134.1"
"2022-11","Guelph, Ontario","Land only","108.1"
"2022-11","London, Ontario","Total (house and land)","147.5"
"2022-11","London, Ontario","House only","155.5"
"2022-11","London, Ontario","Land only","119.0"
"2022-11","Windsor, Ontario","Total (house and land)","147.8"
"2022-11","Windsor, Ontario","House only","148.5"
"2022-11","Windsor, Ontario","Land only","134.1"
"2022-11","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2022-11","Greater Sudbury, Ontario","House only","121.9"
"2022-11","Greater Sudbury, Ontario","Land only","119.0"
"2022-11","Prairie Region","Total (house and land)","119.2"
"2022-11","Prairie Region","House only","125.5"
"2022-11","Prairie Region","Land only","105.5"
"2022-11","Manitoba","Total (house and land)","142.6"
"2022-11","Manitoba","House only","157.2"
"2022-11","Manitoba","Land only","110.8"
"2022-11","Winnipeg, Manitoba","Total (house and land)","142.6"
"2022-11","Winnipeg, Manitoba","House only","157.2"
"2022-11","Winnipeg, Manitoba","Land only","110.8"
"2022-11","Saskatchewan","Total (house and land)","106.5"
"2022-11","Saskatchewan","House only","112.2"
"2022-11","Saskatchewan","Land only","97.5"
"2022-11","Regina, Saskatchewan","Total (house and land)","102.5"
"2022-11","Regina, Saskatchewan","House only","102.6"
"2022-11","Regina, Saskatchewan","Land only","101.0"
"2022-11","Saskatoon, Saskatchewan","Total (house and land)","108.9"
"2022-11","Saskatoon, Saskatchewan","House only","117.8"
"2022-11","Saskatoon, Saskatchewan","Land only","95.7"
"2022-11","Alberta","Total (house and land)","117.5"
"2022-11","Alberta","House only","122.7"
"2022-11","Alberta","Land only","105.6"
"2022-11","Calgary, Alberta","Total (house and land)","124.6"
"2022-11","Calgary, Alberta","House only","132.9"
"2022-11","Calgary, Alberta","Land only","107.8"
"2022-11","Edmonton, Alberta","Total (house and land)","109.7"
"2022-11","Edmonton, Alberta","House only","112.1"
"2022-11","Edmonton, Alberta","Land only","102.9"
"2022-11","British Columbia","Total (house and land)","127.7"
"2022-11","British Columbia","House only","127.5"
"2022-11","British Columbia","Land only","120.3"
"2022-11","Kelowna, British Columbia","Total (house and land)","123.8"
"2022-11","Kelowna, British Columbia","House only","127.3"
"2022-11","Kelowna, British Columbia","Land only","118.8"
"2022-11","Vancouver, British Columbia","Total (house and land)","128.2"
"2022-11","Vancouver, British Columbia","House only","126.8"
"2022-11","Vancouver, British Columbia","Land only","121.4"
"2022-11","Victoria, British Columbia","Total (house and land)","125.0"
"2022-11","Victoria, British Columbia","House only","131.9"
"2022-11","Victoria, British Columbia","Land only","110.8"
"2022-12","Canada","Total (house and land)","125.5"
"2022-12","Canada","House only","129.2"
"2022-12","Canada","Land only","116.6"
"2022-12","Atlantic Region","Total (house and land)","117.4"
"2022-12","Atlantic Region","House only","121.2"
"2022-12","Atlantic Region","Land only","102.8"
"2022-12","Newfoundland and Labrador","Total (house and land)","105.6"
"2022-12","Newfoundland and Labrador","House only","108.1"
"2022-12","Newfoundland and Labrador","Land only","102.4"
"2022-12","St. John's, Newfoundland and Labrador","Total (house and land)","105.6"
"2022-12","St. John's, Newfoundland and Labrador","House only","108.1"
"2022-12","St. John's, Newfoundland and Labrador","Land only","102.4"
"2022-12","Prince Edward Island","Total (house and land)","122.6"
"2022-12","Prince Edward Island","House only","127.0"
"2022-12","Prince Edward Island","Land only","104.5"
"2022-12","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2022-12","Charlottetown, Prince Edward Island","House only","127.0"
"2022-12","Charlottetown, Prince Edward Island","Land only","104.5"
"2022-12","Nova Scotia","Total (house and land)","122.0"
"2022-12","Nova Scotia","House only","127.5"
"2022-12","Nova Scotia","Land only","103.5"
"2022-12","Halifax, Nova Scotia","Total (house and land)","122.0"
"2022-12","Halifax, Nova Scotia","House only","127.5"
"2022-12","Halifax, Nova Scotia","Land only","103.5"
"2022-12","New Brunswick","Total (house and land)","119.5"
"2022-12","New Brunswick","House only","121.1"
"2022-12","New Brunswick","Land only","102.5"
"2022-12","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2022-12","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2022-12","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2022-12","Quebec","Total (house and land)","141.7"
"2022-12","Quebec","House only","149.5"
"2022-12","Quebec","Land only","120.2"
"2022-12","Québec, Quebec","Total (house and land)","126.1"
"2022-12","Québec, Quebec","House only","134.3"
"2022-12","Québec, Quebec","Land only","108.0"
"2022-12","Sherbrooke, Quebec","Total (house and land)","111.5"
"2022-12","Sherbrooke, Quebec","House only","113.1"
"2022-12","Sherbrooke, Quebec","Land only","104.4"
"2022-12","Trois-Rivières, Quebec","Total (house and land)","111.0"
"2022-12","Trois-Rivières, Quebec","House only","112.6"
"2022-12","Trois-Rivières, Quebec","Land only","104.0"
"2022-12","Montréal, Quebec","Total (house and land)","151.7"
"2022-12","Montréal, Quebec","House only","161.2"
"2022-12","Montréal, Quebec","Land only","125.9"
"2022-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","116.0"
"2022-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","120.5"
"2022-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2022-12","Ontario","Total (house and land)","127.3"
"2022-12","Ontario","House only","131.0"
"2022-12","Ontario","Land only","120.5"
"2022-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","175.1"
"2022-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","188.9"
"2022-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.8"
"2022-12","Oshawa, Ontario","Total (house and land)","122.0"
"2022-12","Oshawa, Ontario","House only","125.3"
"2022-12","Oshawa, Ontario","Land only","114.7"
"2022-12","Toronto, Ontario","Total (house and land)","115.6"
"2022-12","Toronto, Ontario","House only","114.6"
"2022-12","Toronto, Ontario","Land only","117.7"
"2022-12","Hamilton, Ontario","Total (house and land)","116.1"
"2022-12","Hamilton, Ontario","House only","121.3"
"2022-12","Hamilton, Ontario","Land only","104.5"
"2022-12","St. Catharines-Niagara, Ontario","Total (house and land)","130.1"
"2022-12","St. Catharines-Niagara, Ontario","House only","132.7"
"2022-12","St. Catharines-Niagara, Ontario","Land only","122.8"
"2022-12","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","158.8"
"2022-12","Kitchener-Cambridge-Waterloo, Ontario","House only","155.4"
"2022-12","Kitchener-Cambridge-Waterloo, Ontario","Land only","156.7"
"2022-12","Guelph, Ontario","Total (house and land)","124.0"
"2022-12","Guelph, Ontario","House only","134.1"
"2022-12","Guelph, Ontario","Land only","108.1"
"2022-12","London, Ontario","Total (house and land)","147.1"
"2022-12","London, Ontario","House only","155.1"
"2022-12","London, Ontario","Land only","118.7"
"2022-12","Windsor, Ontario","Total (house and land)","147.8"
"2022-12","Windsor, Ontario","House only","148.5"
"2022-12","Windsor, Ontario","Land only","134.1"
"2022-12","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2022-12","Greater Sudbury, Ontario","House only","121.9"
"2022-12","Greater Sudbury, Ontario","Land only","119.0"
"2022-12","Prairie Region","Total (house and land)","119.1"
"2022-12","Prairie Region","House only","125.4"
"2022-12","Prairie Region","Land only","105.5"
"2022-12","Manitoba","Total (house and land)","142.2"
"2022-12","Manitoba","House only","156.6"
"2022-12","Manitoba","Land only","110.8"
"2022-12","Winnipeg, Manitoba","Total (house and land)","142.2"
"2022-12","Winnipeg, Manitoba","House only","156.6"
"2022-12","Winnipeg, Manitoba","Land only","110.8"
"2022-12","Saskatchewan","Total (house and land)","106.2"
"2022-12","Saskatchewan","House only","111.7"
"2022-12","Saskatchewan","Land only","97.5"
"2022-12","Regina, Saskatchewan","Total (house and land)","102.1"
"2022-12","Regina, Saskatchewan","House only","102.1"
"2022-12","Regina, Saskatchewan","Land only","101.0"
"2022-12","Saskatoon, Saskatchewan","Total (house and land)","108.6"
"2022-12","Saskatoon, Saskatchewan","House only","117.5"
"2022-12","Saskatoon, Saskatchewan","Land only","95.7"
"2022-12","Alberta","Total (house and land)","117.4"
"2022-12","Alberta","House only","122.7"
"2022-12","Alberta","Land only","105.6"
"2022-12","Calgary, Alberta","Total (house and land)","124.7"
"2022-12","Calgary, Alberta","House only","133.0"
"2022-12","Calgary, Alberta","Land only","107.8"
"2022-12","Edmonton, Alberta","Total (house and land)","109.5"
"2022-12","Edmonton, Alberta","House only","111.8"
"2022-12","Edmonton, Alberta","Land only","102.9"
"2022-12","British Columbia","Total (house and land)","127.6"
"2022-12","British Columbia","House only","127.4"
"2022-12","British Columbia","Land only","120.2"
"2022-12","Kelowna, British Columbia","Total (house and land)","123.4"
"2022-12","Kelowna, British Columbia","House only","127.0"
"2022-12","Kelowna, British Columbia","Land only","118.1"
"2022-12","Vancouver, British Columbia","Total (house and land)","128.2"
"2022-12","Vancouver, British Columbia","House only","126.8"
"2022-12","Vancouver, British Columbia","Land only","121.4"
"2022-12","Victoria, British Columbia","Total (house and land)","125.0"
"2022-12","Victoria, British Columbia","House only","131.9"
"2022-12","Victoria, British Columbia","Land only","110.8"
"2023-01","Canada","Total (house and land)","125.2"
"2023-01","Canada","House only","128.9"
"2023-01","Canada","Land only","116.5"
"2023-02","Ontario","Land only","120.4"
"2023-01","Atlantic Region","Total (house and land)","117.3"
"2023-01","Atlantic Region","House only","121.0"
"2023-01","Atlantic Region","Land only","102.8"
"2023-01","Newfoundland and Labrador","Total (house and land)","106.2"
"2023-01","Newfoundland and Labrador","House only","108.8"
"2023-01","Newfoundland and Labrador","Land only","102.4"
"2023-01","St. John's, Newfoundland and Labrador","Total (house and land)","106.2"
"2023-01","St. John's, Newfoundland and Labrador","House only","108.8"
"2023-01","St. John's, Newfoundland and Labrador","Land only","102.4"
"2023-01","Prince Edward Island","Total (house and land)","122.6"
"2023-01","Prince Edward Island","House only","127.0"
"2023-01","Prince Edward Island","Land only","104.5"
"2023-01","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2023-01","Charlottetown, Prince Edward Island","House only","127.0"
"2023-01","Charlottetown, Prince Edward Island","Land only","104.5"
"2023-01","Nova Scotia","Total (house and land)","121.6"
"2023-01","Nova Scotia","House only","127.0"
"2023-01","Nova Scotia","Land only","103.5"
"2023-01","Halifax, Nova Scotia","Total (house and land)","121.6"
"2023-01","Halifax, Nova Scotia","House only","127.0"
"2023-01","Halifax, Nova Scotia","Land only","103.5"
"2023-01","New Brunswick","Total (house and land)","119.5"
"2023-01","New Brunswick","House only","121.1"
"2023-01","New Brunswick","Land only","102.5"
"2023-01","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2023-01","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2023-01","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2023-01","Quebec","Total (house and land)","141.7"
"2023-01","Quebec","House only","149.5"
"2023-01","Quebec","Land only","120.2"
"2023-01","Québec, Quebec","Total (house and land)","126.1"
"2023-01","Québec, Quebec","House only","134.3"
"2023-01","Québec, Quebec","Land only","108.0"
"2023-01","Sherbrooke, Quebec","Total (house and land)","111.3"
"2023-01","Sherbrooke, Quebec","House only","112.9"
"2023-01","Sherbrooke, Quebec","Land only","104.4"
"2023-01","Trois-Rivières, Quebec","Total (house and land)","111.0"
"2023-01","Trois-Rivières, Quebec","House only","112.6"
"2023-01","Trois-Rivières, Quebec","Land only","104.0"
"2023-01","Montréal, Quebec","Total (house and land)","151.7"
"2023-01","Montréal, Quebec","House only","161.2"
"2023-01","Montréal, Quebec","Land only","125.9"
"2023-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","116.0"
"2023-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","120.5"
"2023-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2023-01","Ontario","Total (house and land)","127.2"
"2023-01","Ontario","House only","130.9"
"2023-01","Ontario","Land only","120.5"
"2023-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","174.8"
"2023-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","188.6"
"2023-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.2"
"2023-01","Oshawa, Ontario","Total (house and land)","122.0"
"2023-01","Oshawa, Ontario","House only","125.3"
"2023-01","Oshawa, Ontario","Land only","114.7"
"2023-01","Toronto, Ontario","Total (house and land)","115.6"
"2023-01","Toronto, Ontario","House only","114.6"
"2023-01","Toronto, Ontario","Land only","117.7"
"2023-01","Hamilton, Ontario","Total (house and land)","116.1"
"2023-01","Hamilton, Ontario","House only","121.3"
"2023-01","Hamilton, Ontario","Land only","104.5"
"2023-01","St. Catharines-Niagara, Ontario","Total (house and land)","130.0"
"2023-01","St. Catharines-Niagara, Ontario","House only","132.7"
"2023-01","St. Catharines-Niagara, Ontario","Land only","122.6"
"2023-01","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","157.3"
"2023-01","Kitchener-Cambridge-Waterloo, Ontario","House only","152.7"
"2023-01","Kitchener-Cambridge-Waterloo, Ontario","Land only","157.5"
"2023-01","Guelph, Ontario","Total (house and land)","124.0"
"2023-01","Guelph, Ontario","House only","134.1"
"2023-01","Guelph, Ontario","Land only","108.1"
"2023-01","London, Ontario","Total (house and land)","147.1"
"2023-01","London, Ontario","House only","155.1"
"2023-01","London, Ontario","Land only","118.7"
"2023-01","Windsor, Ontario","Total (house and land)","147.8"
"2023-01","Windsor, Ontario","House only","148.5"
"2023-01","Windsor, Ontario","Land only","134.1"
"2023-01","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2023-01","Greater Sudbury, Ontario","House only","121.9"
"2023-01","Greater Sudbury, Ontario","Land only","119.0"
"2023-01","Prairie Region","Total (house and land)","118.8"
"2023-01","Prairie Region","House only","125.1"
"2023-01","Prairie Region","Land only","105.4"
"2023-01","Manitoba","Total (house and land)","140.4"
"2023-01","Manitoba","House only","153.8"
"2023-01","Manitoba","Land only","110.8"
"2023-01","Winnipeg, Manitoba","Total (house and land)","140.4"
"2023-01","Winnipeg, Manitoba","House only","153.8"
"2023-01","Winnipeg, Manitoba","Land only","110.8"
"2023-01","Saskatchewan","Total (house and land)","106.2"
"2023-01","Saskatchewan","House only","111.8"
"2023-01","Saskatchewan","Land only","97.5"
"2023-01","Regina, Saskatchewan","Total (house and land)","102.1"
"2023-01","Regina, Saskatchewan","House only","102.1"
"2023-01","Regina, Saskatchewan","Land only","101.0"
"2023-01","Saskatoon, Saskatchewan","Total (house and land)","108.6"
"2023-01","Saskatoon, Saskatchewan","House only","117.5"
"2023-01","Saskatoon, Saskatchewan","Land only","95.7"
"2023-01","Alberta","Total (house and land)","117.3"
"2023-01","Alberta","House only","122.6"
"2023-01","Alberta","Land only","105.4"
"2023-01","Calgary, Alberta","Total (house and land)","124.8"
"2023-01","Calgary, Alberta","House only","133.2"
"2023-01","Calgary, Alberta","Land only","107.7"
"2023-01","Edmonton, Alberta","Total (house and land)","109.0"
"2023-01","Edmonton, Alberta","House only","111.3"
"2023-01","Edmonton, Alberta","Land only","102.6"
"2023-01","British Columbia","Total (house and land)","127.1"
"2023-01","British Columbia","House only","126.8"
"2023-01","British Columbia","Land only","119.9"
"2023-01","Kelowna, British Columbia","Total (house and land)","123.1"
"2023-01","Kelowna, British Columbia","House only","126.5"
"2023-01","Kelowna, British Columbia","Land only","118.1"
"2023-01","Vancouver, British Columbia","Total (house and land)","127.7"
"2023-01","Vancouver, British Columbia","House only","126.2"
"2023-01","Vancouver, British Columbia","Land only","121.0"
"2023-01","Victoria, British Columbia","Total (house and land)","123.6"
"2023-01","Victoria, British Columbia","House only","130.1"
"2023-01","Victoria, British Columbia","Land only","110.8"
"2023-02","Canada","Total (house and land)","124.9"
"2023-02","Canada","House only","128.5"
"2023-02","Canada","Land only","116.4"
"2023-02","Atlantic Region","Total (house and land)","117.3"
"2023-02","Atlantic Region","House only","121.0"
"2023-02","Atlantic Region","Land only","102.8"
"2023-02","Newfoundland and Labrador","Total (house and land)","106.2"
"2023-02","Newfoundland and Labrador","House only","108.8"
"2023-02","Newfoundland and Labrador","Land only","102.4"
"2023-02","St. John's, Newfoundland and Labrador","Total (house and land)","106.2"
"2023-02","St. John's, Newfoundland and Labrador","House only","108.8"
"2023-02","St. John's, Newfoundland and Labrador","Land only","102.4"
"2023-02","Prince Edward Island","Total (house and land)","122.6"
"2023-02","Prince Edward Island","House only","127.0"
"2023-02","Prince Edward Island","Land only","104.5"
"2023-02","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2023-02","Charlottetown, Prince Edward Island","House only","127.0"
"2023-02","Charlottetown, Prince Edward Island","Land only","104.5"
"2023-02","Nova Scotia","Total (house and land)","121.6"
"2023-02","Nova Scotia","House only","127.0"
"2023-02","Nova Scotia","Land only","103.5"
"2023-02","Halifax, Nova Scotia","Total (house and land)","121.6"
"2023-02","Halifax, Nova Scotia","House only","127.0"
"2023-02","Halifax, Nova Scotia","Land only","103.5"
"2023-02","New Brunswick","Total (house and land)","119.5"
"2023-02","New Brunswick","House only","121.1"
"2023-02","New Brunswick","Land only","102.5"
"2023-02","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2023-02","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2023-02","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2023-02","Quebec","Total (house and land)","141.5"
"2023-02","Quebec","House only","149.4"
"2023-02","Quebec","Land only","120.2"
"2023-02","Québec, Quebec","Total (house and land)","126.1"
"2023-02","Québec, Quebec","House only","134.3"
"2023-02","Québec, Quebec","Land only","108.0"
"2023-02","Sherbrooke, Quebec","Total (house and land)","110.9"
"2023-02","Sherbrooke, Quebec","House only","112.3"
"2023-02","Sherbrooke, Quebec","Land only","104.4"
"2023-02","Trois-Rivières, Quebec","Total (house and land)","111.2"
"2023-02","Trois-Rivières, Quebec","House only","112.9"
"2023-02","Trois-Rivières, Quebec","Land only","104.0"
"2023-02","Montréal, Quebec","Total (house and land)","151.7"
"2023-02","Montréal, Quebec","House only","161.2"
"2023-02","Montréal, Quebec","Land only","125.9"
"2023-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","115.0"
"2023-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","119.1"
"2023-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2023-02","Ontario","Total (house and land)","126.8"
"2023-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","174.7"
"2023-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","188.1"
"2023-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.9"
"2023-02","Oshawa, Ontario","Total (house and land)","122.0"
"2023-02","Oshawa, Ontario","House only","125.3"
"2023-02","Oshawa, Ontario","Land only","114.7"
"2023-02","Toronto, Ontario","Total (house and land)","115.2"
"2023-02","Toronto, Ontario","House only","114.1"
"2023-02","Toronto, Ontario","Land only","117.7"
"2023-02","Hamilton, Ontario","Total (house and land)","116.1"
"2023-02","Hamilton, Ontario","House only","121.3"
"2023-02","Hamilton, Ontario","Land only","104.5"
"2023-02","St. Catharines-Niagara, Ontario","Total (house and land)","128.3"
"2023-02","St. Catharines-Niagara, Ontario","House only","130.6"
"2023-02","St. Catharines-Niagara, Ontario","Land only","121.9"
"2023-02","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","156.2"
"2023-02","Kitchener-Cambridge-Waterloo, Ontario","House only","152.6"
"2023-02","Kitchener-Cambridge-Waterloo, Ontario","Land only","155.6"
"2023-02","Guelph, Ontario","Total (house and land)","124.0"
"2023-02","Guelph, Ontario","House only","134.1"
"2023-02","Guelph, Ontario","Land only","108.1"
"2023-02","London, Ontario","Total (house and land)","146.4"
"2023-02","London, Ontario","House only","154.1"
"2023-02","London, Ontario","Land only","118.7"
"2023-02","Windsor, Ontario","Total (house and land)","147.3"
"2023-02","Windsor, Ontario","House only","147.8"
"2023-02","Windsor, Ontario","Land only","134.9"
"2023-02","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2023-02","Greater Sudbury, Ontario","House only","121.9"
"2023-02","Greater Sudbury, Ontario","Land only","119.0"
"2023-02","Prairie Region","Total (house and land)","118.5"
"2023-02","Prairie Region","House only","124.7"
"2023-02","Prairie Region","Land only","105.1"
"2023-02","Manitoba","Total (house and land)","140.6"
"2023-02","Manitoba","House only","154.2"
"2023-02","Manitoba","Land only","110.8"
"2023-02","Winnipeg, Manitoba","Total (house and land)","140.6"
"2023-02","Winnipeg, Manitoba","House only","154.2"
"2023-02","Winnipeg, Manitoba","Land only","110.8"
"2023-02","Saskatchewan","Total (house and land)","105.5"
"2023-02","Saskatchewan","House only","111.1"
"2023-02","Saskatchewan","Land only","96.8"
"2023-02","Regina, Saskatchewan","Total (house and land)","101.9"
"2023-02","Regina, Saskatchewan","House only","101.9"
"2023-02","Regina, Saskatchewan","Land only","100.8"
"2023-02","Saskatoon, Saskatchewan","Total (house and land)","107.7"
"2023-02","Saskatoon, Saskatchewan","House only","116.6"
"2023-02","Saskatoon, Saskatchewan","Land only","94.7"
"2023-02","Alberta","Total (house and land)","116.9"
"2023-02","Alberta","House only","122.2"
"2023-02","Alberta","Land only","105.1"
"2023-02","Calgary, Alberta","Total (house and land)","124.8"
"2023-02","Calgary, Alberta","House only","133.2"
"2023-02","Calgary, Alberta","Land only","107.7"
"2023-02","Edmonton, Alberta","Total (house and land)","108.3"
"2023-02","Edmonton, Alberta","House only","110.5"
"2023-02","Edmonton, Alberta","Land only","101.9"
"2023-02","British Columbia","Total (house and land)","126.8"
"2023-02","British Columbia","House only","126.4"
"2023-02","British Columbia","Land only","119.8"
"2023-02","Kelowna, British Columbia","Total (house and land)","123.1"
"2023-02","Kelowna, British Columbia","House only","126.5"
"2023-02","Kelowna, British Columbia","Land only","118.1"
"2023-02","Vancouver, British Columbia","Total (house and land)","127.6"
"2023-02","Vancouver, British Columbia","House only","126.0"
"2023-02","Vancouver, British Columbia","Land only","121.0"
"2023-02","Victoria, British Columbia","Total (house and land)","122.5"
"2023-02","Victoria, British Columbia","House only","128.7"
"2023-02","Victoria, British Columbia","Land only","110.5"
"2023-03","Canada","Total (house and land)","124.9"
"2023-03","Canada","House only","128.4"
"2023-03","Canada","Land only","116.4"
"2023-03","Atlantic Region","Total (house and land)","117.5"
"2023-03","Atlantic Region","House only","121.3"
"2023-03","Atlantic Region","Land only","102.8"
"2023-03","Newfoundland and Labrador","Total (house and land)","106.2"
"2023-03","Newfoundland and Labrador","House only","108.8"
"2023-03","Newfoundland and Labrador","Land only","102.4"
"2023-03","St. John's, Newfoundland and Labrador","Total (house and land)","106.2"
"2023-03","St. John's, Newfoundland and Labrador","House only","108.8"
"2023-03","St. John's, Newfoundland and Labrador","Land only","102.4"
"2023-03","Prince Edward Island","Total (house and land)","122.6"
"2023-03","Prince Edward Island","House only","127.0"
"2023-03","Prince Edward Island","Land only","104.5"
"2023-03","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2023-03","Charlottetown, Prince Edward Island","House only","127.0"
"2023-03","Charlottetown, Prince Edward Island","Land only","104.5"
"2023-03","Nova Scotia","Total (house and land)","122.0"
"2023-03","Nova Scotia","House only","127.5"
"2023-03","Nova Scotia","Land only","103.5"
"2023-03","Halifax, Nova Scotia","Total (house and land)","122.0"
"2023-03","Halifax, Nova Scotia","House only","127.5"
"2023-03","Halifax, Nova Scotia","Land only","103.5"
"2023-03","New Brunswick","Total (house and land)","119.5"
"2023-03","New Brunswick","House only","121.1"
"2023-03","New Brunswick","Land only","102.5"
"2023-03","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2023-03","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2023-03","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2023-03","Quebec","Total (house and land)","141.6"
"2023-03","Quebec","House only","149.4"
"2023-03","Quebec","Land only","120.4"
"2023-03","Québec, Quebec","Total (house and land)","126.3"
"2023-03","Québec, Quebec","House only","134.3"
"2023-03","Québec, Quebec","Land only","108.4"
"2023-03","Sherbrooke, Quebec","Total (house and land)","112.2"
"2023-03","Sherbrooke, Quebec","House only","113.6"
"2023-03","Sherbrooke, Quebec","Land only","105.9"
"2023-03","Trois-Rivières, Quebec","Total (house and land)","111.2"
"2023-03","Trois-Rivières, Quebec","House only","112.9"
"2023-03","Trois-Rivières, Quebec","Land only","104.0"
"2023-03","Montréal, Quebec","Total (house and land)","151.7"
"2023-03","Montréal, Quebec","House only","161.2"
"2023-03","Montréal, Quebec","Land only","125.9"
"2023-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","115.0"
"2023-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","119.1"
"2023-03","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2023-03","Ontario","Total (house and land)","126.7"
"2023-03","Ontario","House only","130.1"
"2023-03","Ontario","Land only","120.5"
"2023-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","173.4"
"2023-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","186.0"
"2023-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.9"
"2023-03","Oshawa, Ontario","Total (house and land)","122.0"
"2023-03","Oshawa, Ontario","House only","125.3"
"2023-03","Oshawa, Ontario","Land only","114.7"
"2023-03","Toronto, Ontario","Total (house and land)","115.2"
"2023-03","Toronto, Ontario","House only","114.1"
"2023-03","Toronto, Ontario","Land only","117.7"
"2023-03","Hamilton, Ontario","Total (house and land)","116.1"
"2023-03","Hamilton, Ontario","House only","121.3"
"2023-03","Hamilton, Ontario","Land only","104.5"
"2023-03","St. Catharines-Niagara, Ontario","Total (house and land)","128.2"
"2023-03","St. Catharines-Niagara, Ontario","House only","130.5"
