"REF_DATE","GEO","price_indexes","house_price"
"1984-12","Halifax, Nova Scotia","Land only","46.1"
"1984-12","New Brunswick","Total (house and land)",""
"1984-12","New Brunswick","House only",""
"1984-12","New Brunswick","Land only",""
"1984-12","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","66.6"
"1984-12","Saint John, Fredericton, and Moncton, New Brunswick","House only","71.3"
"1984-12","Saint John, Fredericton, and Moncton, New Brunswick","Land only","51.2"
"1984-12","Quebec","Total (house and land)",""
"1984-12","Quebec","House only",""
"1984-12","Quebec","Land only",""
"1984-12","Québec, Quebec","Total (house and land)","37.8"
"1984-12","Québec, Quebec","House only","43.8"
"1984-12","Québec, Quebec","Land only","24.8"
"1984-12","Sherbrooke, Quebec","Total (house and land)",""
"1984-12","Sherbrooke, Quebec","House only",""
"1984-12","Sherbrooke, Quebec","Land only",""
"1984-12","Trois-Rivières, Quebec","Total (house and land)",""
"1984-12","Trois-Rivières, Quebec","House only",""
"1984-12","Trois-Rivières, Quebec","Land only",""
"1984-12","Montréal, Quebec","Total (house and land)","36.2"
"1984-12","Montréal, Quebec","House only","37.2"
"1984-12","Montréal, Quebec","Land only","32.7"
"1984-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"1984-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"1984-12","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"1984-12","Ontario","Total (house and land)",""
"1984-12","Ontario","House only",""
"1984-12","Ontario","Land only",""
"1984-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","43.8"
"1984-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","42.7"
"1984-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","50.3"
"1984-12","Oshawa, Ontario","Total (house and land)",""
"1984-12","Oshawa, Ontario","House only",""
"1984-12","Oshawa, Ontario","Land only",""
"1984-12","Toronto, Ontario","Total (house and land)","30.8"
"1984-12","Toronto, Ontario","House only","26.5"
"1984-12","Toronto, Ontario","Land only","38.9"
"1984-12","Hamilton, Ontario","Total (house and land)","38.0"
"1984-12","Hamilton, Ontario","House only","32.3"
"1984-12","Hamilton, Ontario","Land only","53.4"
"1984-12","St. Catharines-Niagara, Ontario","Total (house and land)","35.9"
"1984-12","St. Catharines-Niagara, Ontario","House only","33.6"
"1984-12","St. Catharines-Niagara, Ontario","Land only","41.7"
"1984-12","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","39.7"
"1984-12","Kitchener-Cambridge-Waterloo, Ontario","House only","36.0"
"1984-12","Kitchener-Cambridge-Waterloo, Ontario","Land only","49.0"
"1984-12","Guelph, Ontario","Total (house and land)",""
"1984-12","Guelph, Ontario","House only",""
"1984-12","Guelph, Ontario","Land only",""
"1984-12","London, Ontario","Total (house and land)","36.5"
"1984-12","London, Ontario","House only","32.1"
"1984-12","London, Ontario","Land only","51.3"
"1984-12","Windsor, Ontario","Total (house and land)","58.9"
"1984-12","Windsor, Ontario","House only","63.8"
"1984-12","Windsor, Ontario","Land only","42.5"
"1984-12","Greater Sudbury, Ontario","Total (house and land)","62.7"
"1984-12","Greater Sudbury, Ontario","House only","64.3"
"1984-12","Greater Sudbury, Ontario","Land only","56.5"
"1984-12","Prairie Region","Total (house and land)",""
"1984-12","Prairie Region","House only",""
"1984-12","Prairie Region","Land only",""
"1984-12","Manitoba","Total (house and land)",""
"1984-12","Manitoba","House only",""
"1984-12","Manitoba","Land only",""
"1984-12","Winnipeg, Manitoba","Total (house and land)","32.1"
"1984-12","Winnipeg, Manitoba","House only","35.4"
"1984-12","Winnipeg, Manitoba","Land only","24.1"
"1984-12","Saskatchewan","Total (house and land)",""
"1984-12","Saskatchewan","House only",""
"1984-12","Saskatchewan","Land only",""
"1984-12","Regina, Saskatchewan","Total (house and land)","23.2"
"1984-12","Regina, Saskatchewan","House only","22.9"
"1984-12","Regina, Saskatchewan","Land only","24.0"
"1984-12","Saskatoon, Saskatchewan","Total (house and land)","34.8"
"1984-12","Saskatoon, Saskatchewan","House only","37.1"
"1984-12","Saskatoon, Saskatchewan","Land only","29.8"
"1984-12","Alberta","Total (house and land)",""
"1984-12","Alberta","House only",""
"1984-12","Alberta","Land only",""
"1984-12","Calgary, Alberta","Total (house and land)","21.7"
"1984-12","Calgary, Alberta","House only","22.7"
"1984-12","Calgary, Alberta","Land only","18.8"
"1984-12","Edmonton, Alberta","Total (house and land)","29.8"
"1984-12","Edmonton, Alberta","House only","32.0"
"1984-12","Edmonton, Alberta","Land only","24.4"
"1984-12","British Columbia","Total (house and land)",""
"1984-12","British Columbia","House only",""
"1984-12","British Columbia","Land only",""
"1984-12","Kelowna, British Columbia","Total (house and land)",""
"1984-12","Kelowna, British Columbia","House only",""
"1984-12","Kelowna, British Columbia","Land only",""
"1984-12","Vancouver, British Columbia","Total (house and land)","65.2"
"1984-12","Vancouver, British Columbia","House only","75.1"
"1984-12","Vancouver, British Columbia","Land only","53.1"
"1984-12","Victoria, British Columbia","Total (house and land)","97.8"
"1984-12","Victoria, British Columbia","House only","175.0"
"1984-12","Victoria, British Columbia","Land only","32.3"
"1985-01","Canada","Total (house and land)","38.0"
"1985-01","Canada","House only","37.4"
"1985-01","Canada","Land only","37.1"
"1985-01","Atlantic Region","Total (house and land)",""
"1985-01","Atlantic Region","House only",""
"1985-01","Atlantic Region","Land only",""
"1985-01","Newfoundland and Labrador","Total (house and land)",""
"1985-01","Newfoundland and Labrador","House only",""
"1985-01","Newfoundland and Labrador","Land only",""
"1985-01","St. John's, Newfoundland and Labrador","Total (house and land)","38.0"
"1985-01","St. John's, Newfoundland and Labrador","House only","38.9"
"1985-01","St. John's, Newfoundland and Labrador","Land only","34.3"
"1985-01","Prince Edward Island","Total (house and land)",""
"1985-01","Prince Edward Island","House only",""
"1985-01","Prince Edward Island","Land only",""
"1985-01","Charlottetown, Prince Edward Island","Total (house and land)",""
"1985-01","Charlottetown, Prince Edward Island","House only",""
"1985-01","Charlottetown, Prince Edward Island","Land only",""
"1985-01","Nova Scotia","Total (house and land)",""
"1985-01","Nova Scotia","House only",""
"1985-01","Nova Scotia","Land only",""
"1985-01","Halifax, Nova Scotia","Total (house and land)","49.3"
"1985-01","Halifax, Nova Scotia","House only","49.4"
"1985-01","Halifax, Nova Scotia","Land only","47.6"
"1985-01","New Brunswick","Total (house and land)",""
"1985-01","New Brunswick","House only",""
"1985-01","New Brunswick","Land only",""
"1985-01","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","66.6"
"1985-01","Saint John, Fredericton, and Moncton, New Brunswick","House only","71.3"
"1985-01","Saint John, Fredericton, and Moncton, New Brunswick","Land only","51.2"
"1985-01","Quebec","Total (house and land)",""
"1985-01","Quebec","House only",""
"1985-01","Quebec","Land only",""
"1985-01","Québec, Quebec","Total (house and land)","38.1"
"1985-01","Québec, Quebec","House only","44.1"
"1985-01","Québec, Quebec","Land only","25.1"
"1985-01","Sherbrooke, Quebec","Total (house and land)",""
"1985-01","Sherbrooke, Quebec","House only",""
"1985-01","Sherbrooke, Quebec","Land only",""
"1985-01","Trois-Rivières, Quebec","Total (house and land)",""
"1985-01","Trois-Rivières, Quebec","House only",""
"1985-01","Trois-Rivières, Quebec","Land only",""
"1985-01","Montréal, Quebec","Total (house and land)","36.2"
"1985-01","Montréal, Quebec","House only","37.3"
"1985-01","Montréal, Quebec","Land only","32.7"
"1985-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"1985-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"1985-01","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"1985-01","Ontario","Total (house and land)",""
"1985-01","Ontario","House only",""
"1985-01","Ontario","Land only",""
"1985-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","43.9"
"1985-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","43.0"
"1985-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","50.5"
"1985-01","Oshawa, Ontario","Total (house and land)",""
"1985-01","Oshawa, Ontario","House only",""
"1985-01","Oshawa, Ontario","Land only",""
"1985-01","Toronto, Ontario","Total (house and land)","30.9"
"1985-01","Toronto, Ontario","House only","26.6"
"1985-01","Toronto, Ontario","Land only","38.9"
"1985-01","Hamilton, Ontario","Total (house and land)","38.0"
"1985-01","Hamilton, Ontario","House only","32.3"
"1985-01","Hamilton, Ontario","Land only","53.4"
"1985-01","St. Catharines-Niagara, Ontario","Total (house and land)","35.9"
"1985-01","St. Catharines-Niagara, Ontario","House only","33.6"
"1985-01","St. Catharines-Niagara, Ontario","Land only","41.7"
"1985-01","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","40.0"
"1985-01","Kitchener-Cambridge-Waterloo, Ontario","House only","36.3"
"1985-01","Kitchener-Cambridge-Waterloo, Ontario","Land only","49.0"
"1985-01","Guelph, Ontario","Total (house and land)",""
"1985-01","Guelph, Ontario","House only",""
"1985-01","Guelph, Ontario","Land only",""
"1985-01","London, Ontario","Total (house and land)","36.5"
"1985-01","London, Ontario","House only","32.1"
"1985-01","London, Ontario","Land only","51.3"
"1985-01","Windsor, Ontario","Total (house and land)","58.9"
"1985-01","Windsor, Ontario","House only","63.8"
"1985-01","Windsor, Ontario","Land only","42.5"
"1985-01","Greater Sudbury, Ontario","Total (house and land)","62.7"
"1985-01","Greater Sudbury, Ontario","House only","64.3"
"1985-01","Greater Sudbury, Ontario","Land only","56.5"
"1985-01","Prairie Region","Total (house and land)",""
"1985-01","Prairie Region","House only",""
"1985-01","Prairie Region","Land only",""
"1985-01","Manitoba","Total (house and land)",""
"1985-01","Manitoba","House only",""
"1985-01","Manitoba","Land only",""
"1985-01","Winnipeg, Manitoba","Total (house and land)","32.9"
"1985-01","Winnipeg, Manitoba","House only","35.9"
"1985-01","Winnipeg, Manitoba","Land only","25.2"
"1985-01","Saskatchewan","Total (house and land)",""
"1985-01","Saskatchewan","House only",""
"1985-01","Saskatchewan","Land only",""
"1985-01","Regina, Saskatchewan","Total (house and land)","23.2"
"1985-01","Regina, Saskatchewan","House only","22.8"
"1985-01","Regina, Saskatchewan","Land only","24.1"
"1985-01","Saskatoon, Saskatchewan","Total (house and land)","34.9"
"1985-01","Saskatoon, Saskatchewan","House only","37.1"
"1985-01","Saskatoon, Saskatchewan","Land only","30.0"
"1985-01","Alberta","Total (house and land)",""
"1985-01","Alberta","House only",""
"1985-01","Alberta","Land only",""
"1985-01","Calgary, Alberta","Total (house and land)","21.7"
"1985-01","Calgary, Alberta","House only","22.7"
"1985-01","Calgary, Alberta","Land only","18.8"
"1985-01","Edmonton, Alberta","Total (house and land)","29.9"
"1985-01","Edmonton, Alberta","House only","32.2"
"1985-01","Edmonton, Alberta","Land only","24.2"
"1985-01","British Columbia","Total (house and land)",""
"1985-01","British Columbia","House only",""
"1985-01","British Columbia","Land only",""
"1985-01","Kelowna, British Columbia","Total (house and land)",""
"1985-01","Kelowna, British Columbia","House only",""
"1985-01","Kelowna, British Columbia","Land only",""
"1985-01","Vancouver, British Columbia","Total (house and land)","65.2"
"1985-01","Vancouver, British Columbia","House only","75.1"
"1985-01","Vancouver, British Columbia","Land only","53.1"
"1985-01","Victoria, British Columbia","Total (house and land)","97.9"
"1985-01","Victoria, British Columbia","House only","175.2"
"1985-01","Victoria, British Columbia","Land only","32.3"
"1985-02","Canada","Total (house and land)","38.0"
"1985-02","Canada","House only","37.4"
"1985-02","Canada","Land only","37.2"
"1985-02","Atlantic Region","Total (house and land)",""
"1985-02","Atlantic Region","House only",""
"1985-02","Atlantic Region","Land only",""
"1985-02","Newfoundland and Labrador","Total (house and land)",""
"1985-02","Newfoundland and Labrador","House only",""
"1985-02","Newfoundland and Labrador","Land only",""
"1985-02","St. John's, Newfoundland and Labrador","Total (house and land)","38.2"
"1985-02","St. John's, Newfoundland and Labrador","House only","39.0"
"1985-02","St. John's, Newfoundland and Labrador","Land only","34.7"
"1985-02","Prince Edward Island","Total (house and land)",""
"1985-02","Prince Edward Island","House only",""
"1985-02","Prince Edward Island","Land only",""
"1985-02","Charlottetown, Prince Edward Island","Total (house and land)",""
"1985-02","Charlottetown, Prince Edward Island","House only",""
"1985-02","Charlottetown, Prince Edward Island","Land only",""
"1985-02","Nova Scotia","Total (house and land)",""
"1985-02","Nova Scotia","House only",""
"1985-02","Nova Scotia","Land only",""
"1985-02","Halifax, Nova Scotia","Total (house and land)","49.5"
"1985-02","Halifax, Nova Scotia","House only","49.6"
"1985-02","Halifax, Nova Scotia","Land only","48.3"
"1985-02","New Brunswick","Total (house and land)",""
"1985-02","New Brunswick","House only",""
"1985-02","New Brunswick","Land only",""
"1985-02","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","67.4"
"1985-02","Saint John, Fredericton, and Moncton, New Brunswick","House only","72.0"
"1985-02","Saint John, Fredericton, and Moncton, New Brunswick","Land only","52.5"
"1985-02","Quebec","Total (house and land)",""
"1985-02","Quebec","House only",""
"1985-02","Quebec","Land only",""
"1985-02","Québec, Quebec","Total (house and land)","38.3"
"1985-02","Québec, Quebec","House only","44.3"
"1985-02","Québec, Quebec","Land only","25.4"
"1985-02","Sherbrooke, Quebec","Total (house and land)",""
"1985-02","Sherbrooke, Quebec","House only",""
"1985-02","Sherbrooke, Quebec","Land only",""
"1985-02","Trois-Rivières, Quebec","Total (house and land)",""
"1985-02","Trois-Rivières, Quebec","House only",""
"1985-02","Trois-Rivières, Quebec","Land only",""
"1985-02","Montréal, Quebec","Total (house and land)","36.3"
"1985-02","Montréal, Quebec","House only","37.3"
"1985-02","Montréal, Quebec","Land only","33.0"
"1985-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"1985-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"1985-02","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"1985-02","Ontario","Total (house and land)",""
